Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2016-11-04 12:07:20.16,2016-11-04 07:07:20.16,177.449857711792,46.799996,-92.113949,5,353.7939453125,3,224.6038829203812,0.9599999785423279,1.015835228673369,248.5546875,255.3473968505859,256.2746887207031,20,22.9944134943086
2016-11-04 12:07:24.00,2016-11-04 07:07:24.00,182.4498574733734,46.799992,-92.114025,5,353.7882080078125,3,230.4146518375762,1.330000042915344,1.015835228673369,248.5546875,247.4518585205078,248.379150390625,20,20.41111385215469
2016-11-04 12:07:29.00,2016-11-04 07:07:29.00,187.4498564600945,46.799977,-92.114091,5,354.226318359375,3,235.6935288075806,1.070000052452087,1.015835228673369,256.2890625,253.1847381591797,254.1120300292969,20,19.52173552741773
2016-11-04 12:07:33.00,2016-11-04 07:07:33.00,191.4498571157455,46.799969,-92.114157,5,353.6610107421875,3,240.7922275344246,0.9599999785423279,1.015835228673369,259.8046875,261.1914367675781,262.1187438964844,20,19.53359358701128
2016-11-04 12:07:35.15,2016-11-04 07:07:35.15,191.4498571157455,46.799969,-92.114157,5,353.6165161132812,3,240.7922275344246,0.9599999785423279,0.9977432453487122,259.8046875,261.1914367675781,262.1187438964844,20,19.53359358701128
2016-11-04 12:07:38.00,2016-11-04 07:07:38.00,196.4498565196991,46.799959,-92.114225,5,354.2991943359375,3,246.0933026940931,0.8899999856948853,0.9977432453487122,284.0625,262.5060729980469,263.4333801269531,20,17.544553643237
2016-11-04 12:07:43.00,2016-11-04 07:07:43.00,201.4498571157455,46.799950,-92.114294,5,356.14697265625,3,251.4679897950708,0.7300000190734863,0.9977432453487122,282.65625,278.5906066894531,279.5179138183594,20,15.87585771221298
2016-11-04 12:07:47.00,2016-11-04 07:07:47.00,205.449857711792,46.799953,-92.114363,5,357.13916015625,3,256.7477222673854,1.059999942779541,0.9977432453487122,285.1171875,279.1526794433594,280.0799865722656,20,13.53576071776617
2016-11-04 12:07:50.16,2016-11-04 07:07:50.16,205.449857711792,46.799953,-92.114363,5,356.745361328125,3,256.7477222673854,1.059999942779541,1.145216975479644,285.1171875,279.1526794433594,280.0799865722656,20,13.53576071776617
2016-11-04 12:07:51.00,2016-11-04 07:07:51.00,209.4498572945595,46.799964,-92.114429,5,357.2598876953125,3,261.9237849801867,1.149999976158142,1.145216975479644,285.1171875,309.1336975097656,310.0610046386719,20,11.63714317234537
2016-11-04 12:07:58.00,2016-11-04 07:07:58.00,216.449857711792,46.800006,-92.114466,5,356.888916015625,3,267.3519861535659,0.8399999737739563,1.145216975479644,29.1796875,39.75898742675781,40.68628311157227,20,9.630698853418318
2016-11-04 12:08:04.00,2016-11-04 07:08:04.00,222.4498572945595,46.800039,-92.114404,5,355.70263671875,3,273.2994977540625,0.8999999761581421,1.145216975479644,56.953125,79.32901000976562,80.25630950927734,20,11.0659114146466
2016-11-04 12:08:05.15,2016-11-04 07:08:05.15,222.4498572945595,46.800039,-92.114404,5,355.70263671875,3,273.2994977540625,0.8999999761581421,1.032416500946409,56.953125,79.32901000976562,80.25630950927734,20,11.0659114146466
2016-11-04 12:08:08.00,2016-11-04 07:08:08.00,226.4498571753502,46.800062,-92.114341,5,355.53125,3,278.7749195753057,1.159999966621399,1.032416500946409,56.6015625,121.2739944458008,122.2012939453125,20,15.82546765910411
2016-11-04 12:08:12.00,2016-11-04 07:08:12.00,230.4498598575592,46.800069,-92.114274,5,354.8834228515625,3,283.8806998315719,0.9200000166893005,1.032416500946409,56.6015625,121.5620956420898,122.4893951416016,20,37.91760619728974
