Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2016-10-01 13:28:04.52,2016-10-01 08:28:04.52,326.0247749686241,46.799998,-92.109051,5,340.6529197692871,3,383.1525160713002,0.7900000214576721,0.7900000214576721,151.875,116.5184326171875,117.4401473999023,20,-27.77404210109699
2016-10-01 13:28:10.00,2016-10-01 08:28:10.00,332.0247750282288,46.799977,-92.108987,5,340.3758201599121,3,388.5137411922125,0.9300000071525574,0.7900000214576721,114.2578125,107.3358764648438,108.2575912475586,20,-33.94217735534326
2016-10-01 13:28:15.00,2016-10-01 08:28:15.00,337.0247755050659,46.799954,-92.108931,5,340.8664207458496,3,393.5599067400032,1.179999947547913,0.7900000214576721,128.3203125,107.3358764648438,108.2575912475586,20,-50.46074727689248
2016-10-01 13:28:19.56,2016-10-01 08:28:19.56,337.0247755050659,46.799954,-92.108931,5,341.3871116638184,3,393.5599067400032,1.179999947547913,1.158868674519768,128.3203125,107.3358764648438,108.2575912475586,20,-50.46074727689248
2016-10-01 13:28:20.00,2016-10-01 08:28:20.00,342.0247749090195,46.799920,-92.108869,5,341.4866600036621,3,399.5346936960168,0.9100000262260437,1.158868674519768,129.7265625,107.3358764648438,108.2575912475586,20,-75.89288155574033
2016-10-01 13:28:25.00,2016-10-01 08:28:25.00,347.0247747898102,46.799874,-92.108844,5,342.0808982849121,3,405.0732655839507,1.019999980926514,1.158868674519768,176.8359375,107.3358764648438,108.2575912475586,20,65.62489140033016
2016-10-01 13:28:30.00,2016-10-01 08:28:30.00,352.0247753858566,46.799820,-92.108852,5,341.6493186950684,3,411.0797172477932,1.120000004768372,1.158868674519768,200.0390625,107.3358764648438,108.2575912475586,20,26.58557288726738
2016-10-01 13:28:34.62,2016-10-01 08:28:34.62,352.0247753858566,46.799820,-92.108852,5,341.3106346130371,3,411.0797172477932,1.120000004768372,1.026666680971781,200.0390625,107.3358764648438,108.2575912475586,20,26.58557288726738
2016-10-01 13:28:35.00,2016-10-01 08:28:35.00,357.0247744321823,46.799777,-92.108888,5,341.4593162536621,3,416.5394442318029,1,1.026666680971781,205.3125,107.3358764648438,108.2575912475586,20,33.45401707975819
2016-10-01 13:28:40.00,2016-10-01 08:28:40.00,362.0247746706009,46.799742,-92.108937,5,341.6350975036621,3,421.9759593956161,0.8899999856948853,1.026666680971781,228.515625,107.3358764648438,108.2575912475586,20,38.70422942612191
2016-10-01 13:28:49.00,2016-10-01 08:28:49.00,371.0247755050659,46.799715,-92.108993,5,341.4196434020996,3,427.2454166733609,1,1.026666680971781,237.65625,241.9103546142578,242.8320770263672,20,52.31553659347774
2016-10-01 13:28:49.52,2016-10-01 08:28:49.52,371.0247755050659,46.799715,-92.108993,5,341.4196434020996,3,427.2454166733609,1,1.043007804537849,237.65625,241.9103546142578,242.8320770263672,20,52.31553659347774
2016-10-01 13:28:54.00,2016-10-01 08:28:54.00,376.0247759222984,46.799680,-92.109040,5,341.4121971130371,3,432.4744350332255,0.8799999952316284,1.043007804537849,230.2734375,249.3892669677734,250.3109893798828,20,-92.96473132136965
2016-10-01 13:28:58.00,2016-10-01 08:28:58.00,380.024775326252,46.799649,-92.109095,5,340.9689598083496,3,437.925054876643,1.179999947547913,1.043007804537849,230.2734375,267.74267578125,268.6643981933594,20,-46.87454407198056
2016-10-01 13:29:04.00,2016-10-01 08:29:04.00,386.0247745513916,46.799625,-92.109156,5,340.5105247497559,3,443.2980610746552,0.8299999833106995,1.043007804537849,246.09375,233.8990478515625,234.8207702636719,20,-39.9983391154
2016-10-01 13:29:04.52,2016-10-01 08:29:04.52,386.0247745513916,46.799625,-92.109156,5,340.5105247497559,3,443.2980610746552,0.8299999833106995,0.8999999761581421,246.09375,233.8990478515625,234.8207702636719,20,-39.9983391154
2016-10-01 13:29:10.00,2016-10-01 08:29:10.00,392.024775326252,46.799605,-92.109225,5,340.9300193786621,3,449.0053100318536,0.5099999904632568,0.8999999761581421,242.578125,248.5788421630859,249.5005645751953,20,-25.54721444949258
2016-10-01 13:29:17.00,2016-10-01 08:29:17.00,399.0247754454613,46.799598,-92.109292,5,341.5128440856934,3,454.1296327417775,0.5699999928474426,0.8999999761581421,264.375,243.84326171875,244.7649841308594,20,-49.06756755995004
