OBJECTID,FIRST_DIST,FIRST_Z,SEC_DIST,SEC_Z,LINE_ID,SRC_TYPE,SRC_ID,SRC_NAME
-1,0.000000000000000,346.006800000002841,,,1,Surface,0,dem_1m_m
-1,0.991669586708843,346.001399999993737,,,1,Surface,0,dem_1m_m
-1,1.983423553279590,345.962400000003981,,,1,Surface,0,dem_1m_m
-1,2.975093139988433,345.917400000005728,,,1,Surface,0,dem_1m_m
-1,3.966847106830194,345.891699999992852,,,1,Surface,0,dem_1m_m
-1,4.958516694189208,345.874599999995553,,,1,Surface,0,dem_1m_m
-1,5.950186280898051,345.841499999994994,,,1,Surface,0,dem_1m_m
-1,6.941940247739812,345.786600000006729,,,1,Surface,0,dem_1m_m
-1,7.933609834177429,345.713099999993574,,,1,Surface,0,dem_1m_m
-1,8.822939401964859,345.701600000000326,,,1,Surface,0,dem_1m_m
-1,9.712302393121988,345.684999999997672,,,1,Surface,0,dem_1m_m
-1,10.601537710923578,345.745100000000093,,,1,Surface,0,dem_1m_m
-1,11.490867278711008,345.822400000004563,,,1,Surface,0,dem_1m_m
-1,12.380196846498437,345.820000000006985,,,1,Surface,0,dem_1m_m
-1,13.269526413408087,345.795899999997346,,,1,Surface,0,dem_1m_m
-1,14.158795158121782,345.780100000003586,,,1,Surface,0,dem_1m_m
-1,15.048124725909211,345.752200000002631,,,1,Surface,0,dem_1m_m
-1,15.937454293696641,345.766799999997602,,,1,Surface,0,dem_1m_m
-1,16.914983198867183,345.822100000004866,,,1,Surface,0,dem_1m_m
-1,17.892451408399094,345.836400000000140,,,1,Surface,0,dem_1m_m
-1,18.869980312692167,345.881299999993644,,,1,Surface,0,dem_1m_m
-1,19.847542735421616,345.853199999997742,,,1,Surface,0,dem_1m_m
-1,20.825105157526664,345.831999999994878,,,1,Surface,0,dem_1m_m
-1,21.802634062697205,345.859800000005635,,,1,Surface,0,dem_1m_m
-1,22.780196485426654,345.856499999994412,,,1,Surface,0,dem_1m_m
-1,23.757631174168960,345.870800000004238,,,1,Surface,0,dem_1m_m
-1,24.735193596898409,345.894100000004983,,,1,Surface,0,dem_1m_m
-1,25.658136769161210,345.898400000005495,,,1,Surface,0,dem_1m_m
