OBJECTID,FIRST_DIST,FIRST_Z,SEC_DIST,SEC_Z,LINE_ID,SRC_TYPE,SRC_ID,SRC_NAME
-1,0.000000000000000,345.937099999995550,,,15,Surface,0,dem_1m_m
-1,0.984051040221821,345.943700000003450,,,15,Surface,0,dem_1m_m
-1,1.967981164414596,345.928100000004630,,,15,Surface,0,dem_1m_m
-1,2.951935076885369,345.924100000003820,,,15,Surface,0,dem_1m_m
-1,3.935962332081710,345.942299999995160,,,15,Surface,0,dem_1m_m
-1,4.788020511028913,345.893299999996090,,,15,Surface,0,dem_1m_m
-1,5.640175314158856,345.886199999993550,,,15,Surface,0,dem_1m_m
-1,6.492304365480157,345.882299999997490,,,15,Surface,0,dem_1m_m
-1,7.344459169989781,345.889800000004470,,,15,Surface,0,dem_1m_m
-1,8.196613974019620,345.904599999994390,,,15,Surface,0,dem_1m_m
-1,9.048646397337789,345.913700000004610,,,15,Surface,0,dem_1m_m
-1,9.897206825645394,345.925300000002610,,,15,Surface,0,dem_1m_m
-1,10.745842070455568,345.929199999998670,,,15,Surface,0,dem_1m_m
-1,11.594402498763174,345.937099999995550,,,15,Surface,0,dem_1m_m
-1,12.442940329293167,345.938699999998790,,,15,Surface,0,dem_1m_m
-1,13.291500757600772,345.931899999995950,,,15,Surface,0,dem_1m_m
-1,14.140038587644327,345.943199999994250,,,15,Surface,0,dem_1m_m
-1,15.062967859485827,345.958400000003170,,,15,Surface,0,dem_1m_m
-1,15.985994538265276,345.928100000004630,,,15,Surface,0,dem_1m_m
-1,16.908923809685380,345.901100000002770,,,15,Surface,0,dem_1m_m
-1,17.831853081526880,345.896800000002260,,,15,Surface,0,dem_1m_m
-1,18.754857144253410,345.913100000005220,,,15,Surface,0,dem_1m_m
-1,19.677786415187736,345.941800000000510,,,15,Surface,0,dem_1m_m
-1,20.654401836006244,345.975900000004910,,,15,Surface,0,dem_1m_m
-1,21.631113527794994,346.015100000004170,,,15,Surface,0,dem_1m_m
-1,22.607701900790609,346.072599999999510,,,15,Surface,0,dem_1m_m
-1,23.584317321609117,346.001199999998790,,,15,Surface,0,dem_1m_m
-1,24.561029013901710,345.968999999997320,,,15,Surface,0,dem_1m_m
-1,25.537644434720217,345.954299999997600,,,15,Surface,0,dem_1m_m
-1,26.514232807715832,345.958799999993060,,,15,Surface,0,dem_1m_m
-1,27.490848228534340,345.957699999999020,,,15,Surface,0,dem_1m_m
-1,28.467559920826933,345.952099999994970,,,15,Surface,0,dem_1m_m
-1,29.464185948833190,345.926999999996040,,,15,Surface,0,dem_1m_m
-1,30.460760763103110,345.905100000003590,,,15,Surface,0,dem_1m_m
-1,31.457436838390688,345.931100000001610,,,15,Surface,0,dem_1m_m
-1,32.454053364667949,345.951199999995880,,,15,Surface,0,dem_1m_m
-1,33.450727559576585,345.977700000003100,,,15,Surface,0,dem_1m_m
-1,34.447350306333789,345.984899999995830,,,15,Surface,0,dem_1m_m
-1,35.443946478509517,345.988800000006450,,,15,Surface,0,dem_1m_m
-1,36.440632412248021,345.980400000000370,,,15,Surface,0,dem_1m_m
-1,37.437199985820975,345.932499999995340,,,15,Surface,0,dem_1m_m
-1,38.433900623189160,345.925099999993110,,,15,Surface,0,dem_1m_m
-1,39.430493905949866,345.995699999999490,,,15,Surface,0,dem_1m_m
-1,40.427128909308202,345.987599999993110,,,15,Surface,0,dem_1m_m
-1,41.423811105592350,345.970600000000560,,,15,Surface,0,dem_1m_m
-1,42.420387453909441,345.968900000007120,,,15,Surface,0,dem_1m_m
-1,43.417016718013585,345.942399999999910,,,15,Surface,0,dem_1m_m
-1,44.413693000498270,345.942399999999910,,,15,Surface,0,dem_1m_m
-1,45.410287601866969,345.954400000002350,,,15,Surface,0,dem_1m_m
-1,46.406948115949461,345.939799999992830,,,15,Surface,0,dem_1m_m
-1,47.403607465344734,345.965100000001260,,,15,Surface,0,dem_1m_m
-1,48.400282864478214,345.982799999997950,,,15,Surface,0,dem_1m_m
-1,49.396831573826212,346.003899999996070,,,15,Surface,0,dem_1m_m
-1,50.393538120138871,345.977799999993290,,,15,Surface,0,dem_1m_m
-1,51.390126108399599,345.975900000004910,,,15,Surface,0,dem_1m_m
-1,52.386800138473966,345.958100000003470,,,15,Surface,0,dem_1m_m
-1,53.383429361882371,345.953099999998810,,,15,Surface,0,dem_1m_m
-1,54.380048777344200,345.964600000006610,,,15,Surface,0,dem_1m_m
-1,55.376670370083836,345.960500000001050,,,15,Surface,0,dem_1m_m
-1,56.373323189034878,345.947100000004870,,,15,Surface,0,dem_1m_m
-1,57.369939915440391,345.951499999995580,,,15,Surface,0,dem_1m_m
-1,58.366590512230083,345.969200000006820,,,15,Surface,0,dem_1m_m
-1,59.363214975207036,345.973499999992780,,,15,Surface,0,dem_1m_m
-1,60.359823472817645,345.959700000006710,,,15,Surface,0,dem_1m_m
-1,61.356457452824294,345.992100000003120,,,15,Surface,0,dem_1m_m
-1,62.353085699484197,345.995999999999190,,,15,Surface,0,dem_1m_m
-1,63.349766119357270,345.962799999993880,,,15,Surface,0,dem_1m_m
-1,64.346335133168537,345.951799999995270,,,15,Surface,0,dem_1m_m
-1,65.343044845459460,345.941699999995760,,,15,Surface,0,dem_1m_m
-1,66.339685065429947,345.928299999999580,,,15,Surface,0,dem_1m_m
-1,67.336311626388195,345.932899999999790,,,15,Surface,0,dem_1m_m
-1,68.332870907519364,345.935599999997070,,,15,Surface,0,dem_1m_m
-1,69.329572471768060,345.938999999998490,,,15,Surface,0,dem_1m_m
